2026-05-08T00:10:12+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:53008 - "PROPFIND / HTTP/1.0" 405 Method Not Allowed
2026-05-08T08:41:44+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:42138 - "GET /catalogsearch/result/?q=Minify%22%2BAND%2B(SELECT%2B(CASE%2BWHEN%2B(5235=2074)%2BTHEN%2BNULL%2BELSE%2BCAST((CHR(99)%7C%7CCHR(117)%7C%7CCHR(72)%7C%7CCHR(78))%2BAS%2BNUMERIC)%2BEND))%2BIS%2BNULL%2BA HTTP/1.0" 200 OK
2026-05-08T08:41:46+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:42150 - "GET /catalogsearch/result/?q=Minify%22)%20AND%20(SELECT%209325%20FROM(SELECT%20COUNT(*),CONCAT(0x7162627a71,(SELECT%20(ELT(9325=9325,1))),0x71627a7671,FLOOR(RAND(0)*2))x%20F HTTP/1.0" 200 OK
2026-05-08T08:41:48+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:42166 - "GET /catalogsearch/result/?q=Minify%22)%20UNION%20ALL%20SELECT%2084,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,CONCAT(CONCAT('qbbzq','T HTTP/1.0" 200 OK
2026-05-08T08:41:50+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:42174 - "GET /catalogsearch/result/?q=Minify%22)%20UNION%20ALL%20SELECT%2084,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,CONCAT(CONCAT('qbbzq','m HTTP/1.0" 200 OK
2026-05-08T08:41:52+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:42190 - "GET /catalogsearch/result/?q=Minify%22)%2BAND%2B(SELECT%2B9325%2BFROM(SELECT%2BCOUNT(*),CONCAT(0x7162627a71,(SELECT%2B(ELT(9325=9325,1))),0x71627a7671,FLOOR(RAND(0)*2))x%2BF HTTP/1.0" 200 OK
2026-05-08T08:41:54+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:52636 - "GET /catalogsearch/result/?q=Minify%22)%2BUNION%2BALL%2BSELECT%2B84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,CONCAT(CONCAT('qbbzq','T HTTP/1.0" 200 OK
2026-05-08T08:41:56+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:52646 - "GET /catalogsearch/result/?q=Minify%22)%2BUNION%2BALL%2BSELECT%2B84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,CONCAT(CONCAT('qbbzq','m HTTP/1.0" 200 OK
2026-05-08T08:41:57+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:52648 - "GET /catalogsearch/result/?q=Minify'%20AND%20(SELECT%20(CASE%20WHEN%20(2328=8358)%20THEN%20NULL%20ELSE%20CAST((CHR(70)%7C%7CCHR(86)%7C%7CCHR(97)%7C%7CCHR(117))%20AS%20NUMERIC)%20END))%20IS%20NULL%20A HTTP/1.0" 200 OK
2026-05-08T08:41:59+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:52662 - "GET /catalogsearch/result/?q=Minify'%20AND%20(SELECT%20(CASE%20WHEN%20(8259=8803)%20THEN%20NULL%20ELSE%20CAST((CHR(82)%7C%7CCHR(87)%7C%7CCHR(65)%7C%7CCHR(119))%20AS%20NUMERIC)%20END))%20IS%20NULL%20A HTTP/1.0" 200 OK
2026-05-08T08:42:01+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:52670 - "GET /catalogsearch/result/?q=Minify'%2BAND%2B(SELECT%2B(CASE%2BWHEN%2B(2328=8358)%2BTHEN%2BNULL%2BELSE%2BCAST((CHR(70)%7C%7CCHR(86)%7C%7CCHR(97)%7C%7CCHR(117))%2BAS%2BNUMERIC)%2BEND))%2BIS%2BNULL%2BA HTTP/1.0" 200 OK
2026-05-08T08:42:03+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:40330 - "GET /catalogsearch/result/?q=Minify'%2BAND%2B(SELECT%2B(CASE%2BWHEN%2B(8259=8803)%2BTHEN%2BNULL%2BELSE%2BCAST((CHR(82)%7C%7CCHR(87)%7C%7CCHR(65)%7C%7CCHR(119))%2BAS%2BNUMERIC)%2BEND))%2BIS%2BNULL%2BA HTTP/1.0" 200 OK
2026-05-08T08:42:05+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:40344 - "GET /catalogsearch/result/?q=Minify')%20AND%20(SELECT%20(CASE%20WHEN%20(6354=6880)%20THEN%20NULL%20ELSE%20CTXSYS.DRITHSX.SN(1,6354)%20END)%20FROM%20DUAL)%20IS%20NULL%20AND%20('FdKi'%20LIKE%20'F HTTP/1.0" 200 OK
2026-05-08T08:42:07+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:40346 - "GET /catalogsearch/result/?q=Minify')%20AND%20(SELECT%20(CASE%20WHEN%20(9278=9278)%20THEN%20NULL%20ELSE%20CTXSYS.DRITHSX.SN(1,9278)%20END)%20FROM%20DUAL)%20IS%20NULL%20AND%20('KWdj'%20LIKE%20'K HTTP/1.0" 200 OK
2026-05-08T08:42:08+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:40358 - "GET /catalogsearch/result/?q=Minify')%20AND%20(SELECT%209325%20FROM(SELECT%20COUNT(*),CONCAT(0x7162627a71,(SELECT%20(ELT(9325=9325,1))),0x71627a7671,FLOOR(RAND(0)*2))x%20F HTTP/1.0" 200 OK
2026-05-08T08:42:10+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:40366 - "GET /catalogsearch/result/?q=Minify')%20AND%204771=CAST((CHR(113)%7C%7CCHR(120)%7C%7CCHR(120)%7C%7CCHR(107)%7C%7CCHR(113))%7C%7C(SELECT%20(CASE%20WHEN%20(4771=4771)%20THEN%201%20ELSE%200%20END))::t HTTP/1.0" 200 OK
2026-05-08T08:42:12+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:40382 - "GET /catalogsearch/result/?q=Minify')%20AND%206338=CAST((CHR(113)%7C%7CCHR(98)%7C%7CCHR(98)%7C%7CCHR(122)%7C%7CCHR(113))%7C%7C(SELECT%20(CASE%20WHEN%20(6338=6338)%20THEN%201%20ELSE%200%20END))::tex HTTP/1.0" 200 OK
2026-05-08T08:42:14+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:38684 - "GET /catalogsearch/result/?q=Minify'))%20AND%206338=CAST((CHR(113)%7C%7CCHR(98)%7C%7CCHR(98)%7C%7CCHR(122)%7C%7CCHR(113))%7C%7C(SELECT%20(CASE%20WHEN%20(6338=6338)%20THEN%201%20ELSE%200%20END))::te HTTP/1.0" 200 OK
2026-05-08T08:42:15+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:38690 - "GET /catalogsearch/result/?q=Minify'))%20AND%20ROW(2077,4473)%3E(SELECT%20COUNT(*),CONCAT(0x7162627a71,(SELECT%20(ELT(2077=2077,1))),0x71627a7671,FLOOR(RAND(0)*2))x%20FR HTTP/1.0" 200 OK
2026-05-08T08:42:17+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:38704 - "GET /catalogsearch/result/?q=Minify'))%20OR%20(SELECT%205661%20FROM(SELECT%20COUNT(*),CONCAT(0x7162627a71,(SELECT%20(ELT(5661=5661,1))),0x71627a7671,FLOOR(RAND(0)*2))x%20F HTTP/1.0" 200 OK
2026-05-08T08:50:36+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:48514 - "GET / HTTP/1.0" 200 OK
2026-05-08T08:50:49+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:41398 - "PROPFIND / HTTP/1.0" 405 Method Not Allowed
2026-05-08T09:01:56+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:54996 - "GET / HTTP/1.0" 200 OK
2026-05-08T09:13:40+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:47416 - "GET /.git/config HTTP/1.0" 404 Not Found
2026-05-08T09:30:03+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:46042 - "GET / HTTP/1.0" 200 OK
2026-05-08T09:30:21+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:37984 - "GET /favicon.ico HTTP/1.0" 404 Not Found
2026-05-08T09:30:21+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:37990 - "GET /robots.txt HTTP/1.0" 404 Not Found
2026-05-08T09:30:21+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:38000 - "GET /sitemap.xml HTTP/1.0" 404 Not Found
2026-05-08T09:30:21+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:38012 - "GET /manifest.json HTTP/1.0" 200 OK
2026-05-08T09:30:21+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:38020 - "GET /app.js HTTP/1.0" 200 OK
2026-05-08T09:30:21+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:38024 - "GET /config.json HTTP/1.0" 404 Not Found
2026-05-08T09:35:17+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:42230 - "GET /amelia HTTP/1.0" 200 OK
2026-05-08T09:35:17+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:42234 - "GET /api/amelia/health HTTP/1.0" 200 OK
2026-05-08T09:35:17+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:42248 - "GET /api/morning-message HTTP/1.0" 200 OK
2026-05-08T09:35:19+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:42260 - "GET /sw.js HTTP/1.0" 200 OK
2026-05-08T09:35:26+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:42334 - "GET /wspolny HTTP/1.0" 200 OK
2026-05-08T09:35:26+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:42346 - "GET /api/health HTTP/1.0" 200 OK
2026-05-08T09:35:26+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:42352 - "GET /api/morning-message HTTP/1.0" 200 OK
2026-05-08T09:35:28+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:42358 - "GET /sw.js HTTP/1.0" 200 OK
2026-05-08T09:35:28+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:42366 - "GET /wspolny HTTP/1.0" 200 OK
2026-05-08T09:35:29+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:42372 - "GET /api/health HTTP/1.0" 200 OK
2026-05-08T09:35:29+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:42378 - "GET /api/morning-message HTTP/1.0" 200 OK
2026-05-08T09:45:41+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:43480 - "GET / HTTP/1.0" 200 OK
2026-05-08T09:45:42+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:43494 - "GET / HTTP/1.0" 200 OK
2026-05-08T09:48:45+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:48598 - "GET / HTTP/1.0" 200 OK
2026-05-08T10:03:39+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:42322 - "GET /api/health HTTP/1.0" 200 OK
2026-05-08T10:03:39+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:42328 - "GET /api/history?conversation_id=1627866b-5c2d-4227-af3d-6e56f375f189&n=30 HTTP/1.0" 200 OK
2026-05-08T10:03:39+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:42340 - "GET /api/morning-message HTTP/1.0" 200 OK
2026-05-08T10:03:41+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:42350 - "GET /sw.js HTTP/1.0" 200 OK
2026-05-08T10:04:16+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:56858 - "GET /astra.jpg HTTP/1.0" 200 OK
2026-05-08T10:04:18+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:56864 - "GET / HTTP/1.0" 200 OK
2026-05-08T10:04:35+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:53212 - "GET / HTTP/1.0" 200 OK
2026-05-08T10:06:37+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:35468 - "GET /robots.txt HTTP/1.0" 404 Not Found
2026-05-08T10:07:12+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:52360 - "GET / HTTP/1.0" 200 OK
2026-05-08T10:13:42+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:45488 - "GET / HTTP/1.0" 200 OK
2026-05-08T10:15:35+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:45230 - "PROPFIND / HTTP/1.0" 405 Method Not Allowed
2026-05-08T10:16:06+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:45926 - "GET /catalogsearch/result/?q=Minify%22%29+UNION+ALL+SELECT+84%2C84%2C84%2C84%2C84%2C84%2C84%2C84%2C84%2C84%2C84%2C84%2C84%2C84%2C84%2C84%2C84%2C84%2C84%2C84%2C84%2C84%2C84%2C84%2C84%2C84%2CCONCAT%28CONCAT%28%27qbbzq%27%2C%27T HTTP/1.0" 200 OK
2026-05-08T10:21:51+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:55196 - "POST /customer/address_file/upload HTTP/1.0" 405 Method Not Allowed
2026-05-08T10:30:45+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:58926 - "GET / HTTP/1.0" 200 OK
2026-05-08T10:33:11+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:39546 - "GET /robots.txt HTTP/1.0" 404 Not Found
2026-05-08T10:33:12+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:39548 - "GET / HTTP/1.0" 200 OK
2026-05-08T10:40:11+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:60022 - "GET / HTTP/1.0" 200 OK
2026-05-08T10:44:04+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:41706 - "GET /wp-json/gravitysmtp/v1/tests/mock-data?page=gravitysmtp-settings HTTP/1.0" 200 OK
2026-05-08T10:46:24+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:45576 - "GET / HTTP/1.0" 200 OK
2026-05-08T10:46:24+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:45584 - "GET / HTTP/1.0" 200 OK
2026-05-08T10:48:14+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:46442 - "GET / HTTP/1.0" 200 OK
2026-05-08T10:48:14+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:46448 - "GET /style.css HTTP/1.0" 200 OK
2026-05-08T10:48:14+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:46450 - "GET /astra.jpg HTTP/1.0" 200 OK
2026-05-08T10:49:41+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:34466 - "GET /robots.txt HTTP/1.0" 404 Not Found
2026-05-08T10:52:17+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:52390 - "GET /robots.txt HTTP/1.0" 404 Not Found
2026-05-08T10:53:36+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:40632 - "GET /customer/account/login/referer/aHR0cHM6Ly9ldXJvbGV0aGljcy5ldS9jYXRhbG9nc2VhcmNoL3Jlc3VsdC9pbmRleC8_cT1NaW5pZnkrVU5JT04rQUxMK1NFTEVDVCtOVUxMJTJDTlVMTCUyQ05VTEwlMkNOVUxMJTJDTlVMTCUyMw%2C%2C/ HTTP/1.0" 200 OK
2026-05-08T10:54:52+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:47178 - "GET /Dr0v HTTP/1.0" 200 OK
2026-05-08T10:58:13+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:59860 - "GET /catalogsearch/result/?q=Minify%27%29+AND+4771%3DCAST%28%28CHR%28113%29%7C%7CCHR%28120%29%7C%7CCHR%28120%29%7C%7CCHR%28107%29%7C%7CCHR%28113%29%29%7C%7C%28SELECT+%28CASE+WHEN+%284771%3D4771%29+THEN+1+ELSE+0+END%29%29%3A%3At HTTP/1.0" 200 OK
2026-05-08T11:01:00+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:59976 - "GET / HTTP/1.0" 200 OK
2026-05-08T11:30:41+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:36772 - "PROPFIND / HTTP/1.0" 405 Method Not Allowed
2026-05-08T11:48:39+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:57120 - "GET /robots.txt HTTP/1.0" 404 Not Found
2026-05-08T11:48:51+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:41176 - "GET / HTTP/1.0" 200 OK
2026-05-08T11:50:12+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:49012 - "GET / HTTP/1.0" 200 OK
2026-05-08T11:50:12+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:49026 - "GET /favicon.ico HTTP/1.0" 404 Not Found
2026-05-08T12:25:31+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:50524 - "GET /.env HTTP/1.0" 404 Not Found
2026-05-08T12:26:15+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:60196 - "GET / HTTP/1.0" 200 OK
2026-05-08T12:27:52+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:60366 - "GET / HTTP/1.0" 200 OK
2026-05-08T12:28:27+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:43838 - "GET /.git/config HTTP/1.0" 404 Not Found
2026-05-08T12:29:39+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:36764 - "POST /hello.world?%ADd+allow_url_include%3d1+%ADd+auto_prepend_file%3dphp://input HTTP/1.0" 405 Method Not Allowed
2026-05-08T12:29:40+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:36778 - "POST /?%ADd+allow_url_include%3d1+%ADd+auto_prepend_file%3dphp://input HTTP/1.0" 405 Method Not Allowed
2026-05-08T12:29:40+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:36794 - "GET /vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.0" 404 Not Found
2026-05-08T12:29:40+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:36798 - "GET /vendor/phpunit/phpunit/Util/PHP/eval-stdin.php HTTP/1.0" 404 Not Found
2026-05-08T12:29:40+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:36802 - "GET /vendor/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.0" 404 Not Found
2026-05-08T12:29:40+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:36816 - "GET /vendor/phpunit/Util/PHP/eval-stdin.php HTTP/1.0" 404 Not Found
2026-05-08T12:29:40+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:36828 - "GET /vendor/phpunit/phpunit/LICENSE/eval-stdin.php HTTP/1.0" 404 Not Found
2026-05-08T12:29:40+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:36830 - "GET /vendor/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.0" 404 Not Found
2026-05-08T12:29:40+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:36844 - "GET /phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.0" 404 Not Found
2026-05-08T12:29:40+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:36858 - "GET /phpunit/phpunit/Util/PHP/eval-stdin.php HTTP/1.0" 404 Not Found
2026-05-08T12:29:40+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:36874 - "GET /phpunit/src/Util/PHP/eval-stdin.php HTTP/1.0" 404 Not Found
2026-05-08T12:29:40+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:36882 - "GET /phpunit/Util/PHP/eval-stdin.php HTTP/1.0" 404 Not Found
2026-05-08T12:29:40+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:36886 - "GET /lib/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.0" 404 Not Found
2026-05-08T12:29:40+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:36894 - "GET /lib/phpunit/phpunit/Util/PHP/eval-stdin.php HTTP/1.0" 404 Not Found
2026-05-08T12:29:40+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:36908 - "GET /lib/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.0" 404 Not Found
2026-05-08T12:29:40+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:36914 - "GET /lib/phpunit/Util/PHP/eval-stdin.php HTTP/1.0" 404 Not Found
2026-05-08T12:29:40+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:36918 - "GET /lib/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.0" 404 Not Found
2026-05-08T12:29:40+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:36930 - "GET /laravel/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.0" 404 Not Found
2026-05-08T12:29:40+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:36938 - "GET /www/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.0" 404 Not Found
2026-05-08T12:29:40+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:36948 - "GET /ws/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.0" 404 Not Found
2026-05-08T12:29:40+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:36958 - "GET /yii/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.0" 404 Not Found
2026-05-08T12:29:40+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:36970 - "GET /zend/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.0" 404 Not Found
2026-05-08T12:29:40+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:36976 - "GET /ws/ec/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.0" 404 Not Found
2026-05-08T12:29:40+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:36988 - "GET /V2/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.0" 404 Not Found
2026-05-08T12:29:40+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:37000 - "GET /tests/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.0" 404 Not Found
2026-05-08T12:29:40+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:37010 - "GET /test/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.0" 404 Not Found
2026-05-08T12:29:40+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:37020 - "GET /testing/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.0" 404 Not Found
2026-05-08T12:29:40+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:37028 - "GET /api/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.0" 404 Not Found
2026-05-08T12:29:40+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:37036 - "GET /demo/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.0" 404 Not Found
2026-05-08T12:29:40+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:37050 - "GET /cms/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.0" 404 Not Found
2026-05-08T12:29:40+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:37060 - "GET /crm/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.0" 404 Not Found
2026-05-08T12:29:40+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:37062 - "GET /admin/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.0" 404 Not Found
2026-05-08T12:29:40+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:37070 - "GET /backup/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.0" 404 Not Found
2026-05-08T12:29:40+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:37084 - "GET /blog/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.0" 404 Not Found
2026-05-08T12:29:40+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:37098 - "GET /workspace/drupal/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.0" 404 Not Found
2026-05-08T12:29:40+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:37110 - "GET /panel/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.0" 404 Not Found
2026-05-08T12:29:40+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:37126 - "GET /public/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.0" 404 Not Found
2026-05-08T12:29:41+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:37132 - "GET /apps/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.0" 404 Not Found
2026-05-08T12:29:41+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:37144 - "GET /app/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.0" 404 Not Found
2026-05-08T12:29:41+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:37158 - "GET /index.php?s=/index/\think\app/invokefunction&function=call_user_func_array&vars[0]=md5&vars[1][]=Hello HTTP/1.0" 404 Not Found
2026-05-08T12:29:41+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:37162 - "GET /public/index.php?s=/index/\think\app/invokefunction&function=call_user_func_array&vars[0]=md5&vars[1][]=Hello HTTP/1.0" 404 Not Found
2026-05-08T12:29:41+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:37172 - "GET /index.php?lang=../../../../../../../../usr/local/lib/php/pearcmd&+config-create+/&/<?echo(md5("hi"));?>+/tmp/index1.php HTTP/1.0" 404 Not Found
2026-05-08T12:29:41+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:37182 - "GET /index.php?lang=../../../../../../../../tmp/index1 HTTP/1.0" 404 Not Found
2026-05-08T12:29:41+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:37190 - "GET /containers/json HTTP/1.0" 200 OK
2026-05-08T12:49:43+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:53352 - "GET /.env HTTP/1.0" 404 Not Found
2026-05-08T12:49:43+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:53364 - "POST / HTTP/1.0" 405 Method Not Allowed
2026-05-08T12:53:16+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:60060 - "GET / HTTP/1.0" 200 OK
2026-05-08T12:53:18+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:60066 - "GET /favicon.ico HTTP/1.0" 404 Not Found
2026-05-08T13:06:48+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:58248 - "GET /backup.zip HTTP/1.0" 404 Not Found
2026-05-08T13:16:33+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:53498 - "PROPFIND / HTTP/1.0" 405 Method Not Allowed
2026-05-08T13:22:12+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:32904 - "GET / HTTP/1.0" 200 OK
2026-05-08T13:30:34+00:00 myastra uvicorn[1578892]: INFO:     127.0.0.1:40648 - "GET /robots.txt HTTP/1.0" 404 Not Found
2026-05-08T13:33:20+00:00 myastra systemd[1]: Stopping myastra.service - ASTRA Backend...
2026-05-08T13:33:20+00:00 myastra uvicorn[1578892]: INFO:     Shutting down
2026-05-08T13:33:21+00:00 myastra uvicorn[1578892]: INFO:     Waiting for application shutdown.
